Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-26,BANKBARODA,EQ,89.95,86.9,87.2,85.0,85.2,85.4,86.12,87811972.0,756226329470000.0,222782.0,17459129.0,0.1988
2021-03-01,BANKBARODA,EQ,85.4,85.4,86.35,82.9,83.5,83.35,84.0,51758155.0,434792368560000.06,129322.0,11556175.0,0.2233
