Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-26,ICICIBANK,EQ,628.0,615.0,615.0,590.9,597.25,597.75,599.8,57349273.0,3439783846244999.5,590244.0,25874100.0,0.4512
2021-03-01,ICICIBANK,EQ,597.75,607.55,611.85,600.2,609.5,608.35,606.56,21527318.0,1305750387595000.0,219929.0,8912673.0,0.414
