Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-26,BANDHANBNK,EQ,342.2,334.0,350.75,332.55,344.7,345.25,342.88,12492748.0,428349281185000.0,126197.0,4289398.0,0.3434
2021-03-01,BANDHANBNK,EQ,345.25,349.0,351.25,336.25,339.0,338.4,342.06,6356872.0,217445270775000.0,76502.0,1805184.0,0.284
