Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-26,PNB,EQ,41.9,41.0,41.7,40.35,40.75,40.85,41.02,191695436.0,786349112465000.0,162938.0,40943635.0,0.2136
2021-03-01,PNB,EQ,40.85,41.4,41.45,40.55,40.9,40.8,41.0,120923262.0,495824645745000.0,99230.0,23317325.0,0.19280000000000003
