Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-26,KOTAKBANK,EQ,1895.5,1869.0,1869.0,1773.0,1791.4,1780.35,1803.22,8400096.0,1514725968450000.0,266458.0,4815191.0,0.5732
2021-03-01,KOTAKBANK,EQ,1780.35,1811.0,1854.9,1801.4,1846.4,1845.4,1831.73,3260044.0,597151770630000.0,115805.0,1509783.0,0.4631
