Date,Open,High,Low,Close,Volume,Turnover
2021-02-26,35806.65,35902.9,34658.7,34803.6,583014812.0,163324600000.0
2021-03-01,35374.25,35581.1,34983.75,35296.0,321453194.0,76692600000.0
